product_id,season_id
6362c51d-5818-43bd-89d0-c6af8b6ad512,0
6362c51d-5818-43bd-89d0-c6af8b6ad512,1
6362c51d-5818-43bd-89d0-c6af8b6ad512,2
6362c51d-5818-43bd-89d0-c6af8b6ad512,3
671e743e-2fa8-4b75-9e06-1b9ee7dcec33,0
671e743e-2fa8-4b75-9e06-1b9ee7dcec33,1
671e743e-2fa8-4b75-9e06-1b9ee7dcec33,2
671e743e-2fa8-4b75-9e06-1b9ee7dcec33,3
3135f460-bcb8-41b9-9bf9-721f6441f4af,0
3135f460-bcb8-41b9-9bf9-721f6441f4af,1
3135f460-bcb8-41b9-9bf9-721f6441f4af,2
3135f460-bcb8-41b9-9bf9-721f6441f4af,3
923ad9ab-34cc-4990-8f78-3eca99c0121c,0
923ad9ab-34cc-4990-8f78-3eca99c0121c,1
923ad9ab-34cc-4990-8f78-3eca99c0121c,2
923ad9ab-34cc-4990-8f78-3eca99c0121c,3
08d5b0f8-968c-428c-bf96-b3493d570dc4,0
08d5b0f8-968c-428c-bf96-b3493d570dc4,1
08d5b0f8-968c-428c-bf96-b3493d570dc4,2
08d5b0f8-968c-428c-bf96-b3493d570dc4,3
09cff417-476a-402e-af63-6ea4fdbff761,0
bff0dd83-ed16-40f0-a920-8f75f493128a,0
e506faf9-7282-46e8-b212-547e778cb9fb,0
4e562c5a-8de5-46ae-a7af-4e9e75f3cb29,0
03280c54-8e50-4c66-971e-f769f78ad4c7,0
4c3c639a-4aa6-409e-94e9-31ac4187046f,0
aa9870ea-c56c-4d4d-83a4-00e71af79576,0
aa9870ea-c56c-4d4d-83a4-00e71af79576,1
aa9870ea-c56c-4d4d-83a4-00e71af79576,2
aa9870ea-c56c-4d4d-83a4-00e71af79576,3
7857db84-1460-4296-9897-3c0bcf70aea1,0
7857db84-1460-4296-9897-3c0bcf70aea1,1
7857db84-1460-4296-9897-3c0bcf70aea1,2
7857db84-1460-4296-9897-3c0bcf70aea1,3
e650f1e2-a55a-4b7d-b879-51b1bf97d2cc,0
e650f1e2-a55a-4b7d-b879-51b1bf97d2cc,1
e650f1e2-a55a-4b7d-b879-51b1bf97d2cc,2
e650f1e2-a55a-4b7d-b879-51b1bf97d2cc,3
cfab7fbe-fac6-44e3-8b46-2b60b616a6b5,0
cfab7fbe-fac6-44e3-8b46-2b60b616a6b5,1
cfab7fbe-fac6-44e3-8b46-2b60b616a6b5,2
cfab7fbe-fac6-44e3-8b46-2b60b616a6b5,3
9961c5c6-4f46-46b5-a303-9e74933e14e3,0
9961c5c6-4f46-46b5-a303-9e74933e14e3,1
9961c5c6-4f46-46b5-a303-9e74933e14e3,2
9961c5c6-4f46-46b5-a303-9e74933e14e3,3
f98958c2-0289-4928-9a99-704855136f86,0
f98958c2-0289-4928-9a99-704855136f86,1
f98958c2-0289-4928-9a99-704855136f86,2
f98958c2-0289-4928-9a99-704855136f86,3
e2144899-eb5b-4bc4-8645-58dd81eb4591,0
e2144899-eb5b-4bc4-8645-58dd81eb4591,1
e2144899-eb5b-4bc4-8645-58dd81eb4591,2
e2144899-eb5b-4bc4-8645-58dd81eb4591,3
83773532-9e52-4aa1-a6ae-20cad70cd818,0
83773532-9e52-4aa1-a6ae-20cad70cd818,1
83773532-9e52-4aa1-a6ae-20cad70cd818,2
83773532-9e52-4aa1-a6ae-20cad70cd818,3
ff66b09a-e91b-415c-9de6-e0c4e99ec5df,0
ff66b09a-e91b-415c-9de6-e0c4e99ec5df,1
ff66b09a-e91b-415c-9de6-e0c4e99ec5df,2
ff66b09a-e91b-415c-9de6-e0c4e99ec5df,3
8a98d305-9949-4249-8800-b072c288e758,0
8a98d305-9949-4249-8800-b072c288e758,1
8a98d305-9949-4249-8800-b072c288e758,2
8a98d305-9949-4249-8800-b072c288e758,3
02cc8115-6c59-459d-b771-cc6e04fc7222,0
02cc8115-6c59-459d-b771-cc6e04fc7222,1
02cc8115-6c59-459d-b771-cc6e04fc7222,2
02cc8115-6c59-459d-b771-cc6e04fc7222,3
ca005547-fffa-4bf7-aee5-b9b1bcd600c2,0
ca005547-fffa-4bf7-aee5-b9b1bcd600c2,1
ca005547-fffa-4bf7-aee5-b9b1bcd600c2,2
ca005547-fffa-4bf7-aee5-b9b1bcd600c2,3
0b58cf19-46a5-44f9-ac3e-c7dcb26164ec,0
0b58cf19-46a5-44f9-ac3e-c7dcb26164ec,1
0b58cf19-46a5-44f9-ac3e-c7dcb26164ec,2
0b58cf19-46a5-44f9-ac3e-c7dcb26164ec,3
59cf312c-2d5b-4cd0-a3d8-8fa9e2676bf7,0
59cf312c-2d5b-4cd0-a3d8-8fa9e2676bf7,1
59cf312c-2d5b-4cd0-a3d8-8fa9e2676bf7,2
59cf312c-2d5b-4cd0-a3d8-8fa9e2676bf7,3
529f4301-0a0c-43c4-98d3-dd3d777b286b,0
529f4301-0a0c-43c4-98d3-dd3d777b286b,1
529f4301-0a0c-43c4-98d3-dd3d777b286b,2
529f4301-0a0c-43c4-98d3-dd3d777b286b,3
a72f1168-2296-48bf-9108-122aa533babb,0
a72f1168-2296-48bf-9108-122aa533babb,1
a72f1168-2296-48bf-9108-122aa533babb,2
a72f1168-2296-48bf-9108-122aa533babb,3
6331398a-edbe-4770-9ec8-df371d53ac78,0
6331398a-edbe-4770-9ec8-df371d53ac78,1
6331398a-edbe-4770-9ec8-df371d53ac78,2
6331398a-edbe-4770-9ec8-df371d53ac78,3
05541f87-dfc7-4161-b849-a6f9c325dfa0,0
05541f87-dfc7-4161-b849-a6f9c325dfa0,1
05541f87-dfc7-4161-b849-a6f9c325dfa0,2
05541f87-dfc7-4161-b849-a6f9c325dfa0,3
c72730e1-6717-42f2-96d8-8d50d6a2d01e,0
c72730e1-6717-42f2-96d8-8d50d6a2d01e,1
c72730e1-6717-42f2-96d8-8d50d6a2d01e,2
c72730e1-6717-42f2-96d8-8d50d6a2d01e,3
f5018f42-5dd2-420a-8121-f441720ed370,0
f5018f42-5dd2-420a-8121-f441720ed370,1
f5018f42-5dd2-420a-8121-f441720ed370,2
f5018f42-5dd2-420a-8121-f441720ed370,3
75ec3531-c68c-4ff9-83de-3a2bea082fcc,0
75ec3531-c68c-4ff9-83de-3a2bea082fcc,1
75ec3531-c68c-4ff9-83de-3a2bea082fcc,2
75ec3531-c68c-4ff9-83de-3a2bea082fcc,3
9a88da69-f6fd-44ef-be39-e2969281fb41,0
9a88da69-f6fd-44ef-be39-e2969281fb41,1
9a88da69-f6fd-44ef-be39-e2969281fb41,2
9a88da69-f6fd-44ef-be39-e2969281fb41,3
166d3916-53e2-4555-ade9-e9bed56f618b,0
166d3916-53e2-4555-ade9-e9bed56f618b,1
166d3916-53e2-4555-ade9-e9bed56f618b,2
166d3916-53e2-4555-ade9-e9bed56f618b,3
6c1552f0-ccbf-48ae-9ea3-0abd56710969,0
6c1552f0-ccbf-48ae-9ea3-0abd56710969,1
6c1552f0-ccbf-48ae-9ea3-0abd56710969,2
6c1552f0-ccbf-48ae-9ea3-0abd56710969,3
41971cc0-ae55-471d-bba7-661070056536,0
41971cc0-ae55-471d-bba7-661070056536,1
41971cc0-ae55-471d-bba7-661070056536,2
41971cc0-ae55-471d-bba7-661070056536,3
762471de-5008-48df-910b-25b29135a102,0
762471de-5008-48df-910b-25b29135a102,1
762471de-5008-48df-910b-25b29135a102,2
762471de-5008-48df-910b-25b29135a102,3
c21a8c7f-4d27-47b9-ae95-724de3fdebab,0
c21a8c7f-4d27-47b9-ae95-724de3fdebab,1
c21a8c7f-4d27-47b9-ae95-724de3fdebab,2
c21a8c7f-4d27-47b9-ae95-724de3fdebab,3
ec247132-47f8-43f6-8f45-e53b3f753e46,0
ec247132-47f8-43f6-8f45-e53b3f753e46,1
ec247132-47f8-43f6-8f45-e53b3f753e46,2
ec247132-47f8-43f6-8f45-e53b3f753e46,3
e0e344dc-7ec5-46e8-93b4-e67e1be5c654,0
e0e344dc-7ec5-46e8-93b4-e67e1be5c654,1
e0e344dc-7ec5-46e8-93b4-e67e1be5c654,2
e0e344dc-7ec5-46e8-93b4-e67e1be5c654,3
97806d4d-0c75-42ec-a45f-6d6f0d00ea8c,0
97806d4d-0c75-42ec-a45f-6d6f0d00ea8c,1
97806d4d-0c75-42ec-a45f-6d6f0d00ea8c,2
97806d4d-0c75-42ec-a45f-6d6f0d00ea8c,3
c531af2b-4e75-4c8c-8b5e-ade3afcdfe72,0
e7a8595d-6e27-4cbe-a15a-813ac55767a4,0
c72c2203-bce2-41c7-9511-18deff139090,0
83e29208-1086-4b75-a6f9-c6881b4021c5,0
13e01268-6c2f-44e8-9c39-49eab7fae41c,0
1159ee01-d8a7-4e8c-b25c-5f576fb52e7e,0
dab2da4e-05d7-42ea-be58-5614f44ad3c0,0
00726ea3-ec07-4ad5-ab77-438564f1ce31,0
00726ea3-ec07-4ad5-ab77-438564f1ce31,1
00726ea3-ec07-4ad5-ab77-438564f1ce31,2
00726ea3-ec07-4ad5-ab77-438564f1ce31,3
844fe0e7-34f2-4bf8-9190-3804008b496a,0
844fe0e7-34f2-4bf8-9190-3804008b496a,1
844fe0e7-34f2-4bf8-9190-3804008b496a,2
844fe0e7-34f2-4bf8-9190-3804008b496a,3
e4608273-8b76-4628-9894-51a12f0d1a7e,0
e4608273-8b76-4628-9894-51a12f0d1a7e,1
e4608273-8b76-4628-9894-51a12f0d1a7e,2
e4608273-8b76-4628-9894-51a12f0d1a7e,3
dfb584f2-36bb-4fc5-ae95-e6b2a9413a3d,0
dfb584f2-36bb-4fc5-ae95-e6b2a9413a3d,1
dfb584f2-36bb-4fc5-ae95-e6b2a9413a3d,2
dfb584f2-36bb-4fc5-ae95-e6b2a9413a3d,3
4f84dba8-fa00-4e69-9fca-455896bec389,0
4f84dba8-fa00-4e69-9fca-455896bec389,1
4f84dba8-fa00-4e69-9fca-455896bec389,2
4f84dba8-fa00-4e69-9fca-455896bec389,3
8aa5f645-3a54-4f41-8b7d-8b0cc3013d0a,0
8aa5f645-3a54-4f41-8b7d-8b0cc3013d0a,1
8aa5f645-3a54-4f41-8b7d-8b0cc3013d0a,2
8aa5f645-3a54-4f41-8b7d-8b0cc3013d0a,3
a992167b-cd54-43de-9a64-a0a7b4cdc8c5,0
a992167b-cd54-43de-9a64-a0a7b4cdc8c5,1
a992167b-cd54-43de-9a64-a0a7b4cdc8c5,2
a992167b-cd54-43de-9a64-a0a7b4cdc8c5,3
cf613a2a-57d3-4fee-911e-a5592d786403,0
cf613a2a-57d3-4fee-911e-a5592d786403,1
cf613a2a-57d3-4fee-911e-a5592d786403,2
cf613a2a-57d3-4fee-911e-a5592d786403,3
42e8cb57-fd21-44d2-ad19-eebbb603a524,0
42e8cb57-fd21-44d2-ad19-eebbb603a524,1
42e8cb57-fd21-44d2-ad19-eebbb603a524,2
42e8cb57-fd21-44d2-ad19-eebbb603a524,3
3b02cb62-7f3b-4dc5-9570-de638a38d9de,0
3b02cb62-7f3b-4dc5-9570-de638a38d9de,1
3b02cb62-7f3b-4dc5-9570-de638a38d9de,2
3b02cb62-7f3b-4dc5-9570-de638a38d9de,3
3b1baffa-c986-404f-8f6f-f3e56710beec,0
3b1baffa-c986-404f-8f6f-f3e56710beec,1
3b1baffa-c986-404f-8f6f-f3e56710beec,2
3b1baffa-c986-404f-8f6f-f3e56710beec,3
c0e27f8e-f730-47fd-b896-a68c85c42a9d,0
c0e27f8e-f730-47fd-b896-a68c85c42a9d,1
c0e27f8e-f730-47fd-b896-a68c85c42a9d,2
c0e27f8e-f730-47fd-b896-a68c85c42a9d,3
1c21d7d5-2cda-44c5-a45c-fb3913ce7141,0
1c21d7d5-2cda-44c5-a45c-fb3913ce7141,1
1c21d7d5-2cda-44c5-a45c-fb3913ce7141,2
1c21d7d5-2cda-44c5-a45c-fb3913ce7141,3
a03d080b-6129-491e-abae-f118c47bc57a,0
a03d080b-6129-491e-abae-f118c47bc57a,1
a03d080b-6129-491e-abae-f118c47bc57a,2
a03d080b-6129-491e-abae-f118c47bc57a,3
aaa1c18d-98d5-4119-95d1-75bf14f9a517,0
aaa1c18d-98d5-4119-95d1-75bf14f9a517,1
aaa1c18d-98d5-4119-95d1-75bf14f9a517,2
aaa1c18d-98d5-4119-95d1-75bf14f9a517,3
072e106e-b41c-46a0-96cc-0fae8e2f01bc,0
072e106e-b41c-46a0-96cc-0fae8e2f01bc,1
072e106e-b41c-46a0-96cc-0fae8e2f01bc,2
072e106e-b41c-46a0-96cc-0fae8e2f01bc,3
bd06164e-3af8-452e-9c05-0bb80161687f,0
bd06164e-3af8-452e-9c05-0bb80161687f,1
bd06164e-3af8-452e-9c05-0bb80161687f,2
bd06164e-3af8-452e-9c05-0bb80161687f,3
95dc1935-26a2-4ce3-9a7e-9c17932cd071,0
95dc1935-26a2-4ce3-9a7e-9c17932cd071,1
95dc1935-26a2-4ce3-9a7e-9c17932cd071,2
95dc1935-26a2-4ce3-9a7e-9c17932cd071,3
55330398-272c-4ee8-a9e3-2a5bd2476a63,0
55330398-272c-4ee8-a9e3-2a5bd2476a63,1
55330398-272c-4ee8-a9e3-2a5bd2476a63,2
55330398-272c-4ee8-a9e3-2a5bd2476a63,3
949bbee6-3c6c-4b29-a4d3-1a356ba854bb,0
949bbee6-3c6c-4b29-a4d3-1a356ba854bb,1
949bbee6-3c6c-4b29-a4d3-1a356ba854bb,2
949bbee6-3c6c-4b29-a4d3-1a356ba854bb,3
91ea0b03-083d-42fc-88e8-a561dd171fb5,0
91ea0b03-083d-42fc-88e8-a561dd171fb5,1
91ea0b03-083d-42fc-88e8-a561dd171fb5,2
91ea0b03-083d-42fc-88e8-a561dd171fb5,3
aa4515dc-2966-463f-ba35-6f6f8a54efff,0
aa4515dc-2966-463f-ba35-6f6f8a54efff,1
aa4515dc-2966-463f-ba35-6f6f8a54efff,2
aa4515dc-2966-463f-ba35-6f6f8a54efff,3
007f29b0-6dfd-47eb-af64-d7f8e284015a,0
007f29b0-6dfd-47eb-af64-d7f8e284015a,1
007f29b0-6dfd-47eb-af64-d7f8e284015a,2
007f29b0-6dfd-47eb-af64-d7f8e284015a,3
19c903ef-75bb-4002-9b88-9968ff0836f3,0
19c903ef-75bb-4002-9b88-9968ff0836f3,1
19c903ef-75bb-4002-9b88-9968ff0836f3,2
19c903ef-75bb-4002-9b88-9968ff0836f3,3
6ce0a262-f520-4531-b928-b89cdb3717fa,0
6ce0a262-f520-4531-b928-b89cdb3717fa,1
6ce0a262-f520-4531-b928-b89cdb3717fa,2
6ce0a262-f520-4531-b928-b89cdb3717fa,3
cee5e900-8b9a-4316-af33-dc365698a009,0
cee5e900-8b9a-4316-af33-dc365698a009,1
cee5e900-8b9a-4316-af33-dc365698a009,2
cee5e900-8b9a-4316-af33-dc365698a009,3
4009643b-51f2-46ce-b8da-35fa7a57b4f1,0
4009643b-51f2-46ce-b8da-35fa7a57b4f1,1
4009643b-51f2-46ce-b8da-35fa7a57b4f1,2
4009643b-51f2-46ce-b8da-35fa7a57b4f1,3
c0eafdab-ab51-4996-af1c-5c58fc2793bf,0
c0eafdab-ab51-4996-af1c-5c58fc2793bf,1
c0eafdab-ab51-4996-af1c-5c58fc2793bf,2
c0eafdab-ab51-4996-af1c-5c58fc2793bf,3
28943de2-e019-487c-ade2-754e2652036b,0
28943de2-e019-487c-ade2-754e2652036b,1
28943de2-e019-487c-ade2-754e2652036b,2
28943de2-e019-487c-ade2-754e2652036b,3
fa7b46e4-af83-4655-95df-33508f3c6df5,0
fa7b46e4-af83-4655-95df-33508f3c6df5,1
fa7b46e4-af83-4655-95df-33508f3c6df5,2
fa7b46e4-af83-4655-95df-33508f3c6df5,3
dcb08ddc-86ed-4caf-b5e2-37170a8b0b92,0
dcb08ddc-86ed-4caf-b5e2-37170a8b0b92,1
dcb08ddc-86ed-4caf-b5e2-37170a8b0b92,2
dcb08ddc-86ed-4caf-b5e2-37170a8b0b92,3
c0c861ab-9ed5-4370-9140-37feb94e4dd6,0
c0c861ab-9ed5-4370-9140-37feb94e4dd6,1
c0c861ab-9ed5-4370-9140-37feb94e4dd6,2
c0c861ab-9ed5-4370-9140-37feb94e4dd6,3
5496f46f-3ce4-4553-9c80-83d5e5a2577c,0
5496f46f-3ce4-4553-9c80-83d5e5a2577c,1
5496f46f-3ce4-4553-9c80-83d5e5a2577c,2
5496f46f-3ce4-4553-9c80-83d5e5a2577c,3
a97e0f1b-7a28-4ef9-981b-8b48128ebfbb,0
a97e0f1b-7a28-4ef9-981b-8b48128ebfbb,1
a97e0f1b-7a28-4ef9-981b-8b48128ebfbb,2
a97e0f1b-7a28-4ef9-981b-8b48128ebfbb,3
679bf9f4-cdf1-4efd-9fe9-a4eb385a4601,0
679bf9f4-cdf1-4efd-9fe9-a4eb385a4601,1
679bf9f4-cdf1-4efd-9fe9-a4eb385a4601,2
679bf9f4-cdf1-4efd-9fe9-a4eb385a4601,3
d2271009-dad0-4cf8-ba93-19c2c4de498c,0
d2271009-dad0-4cf8-ba93-19c2c4de498c,1
d2271009-dad0-4cf8-ba93-19c2c4de498c,2
d2271009-dad0-4cf8-ba93-19c2c4de498c,3
60fb3e89-8ff0-4dda-9eb3-53fc677e2335,0
60fb3e89-8ff0-4dda-9eb3-53fc677e2335,1
60fb3e89-8ff0-4dda-9eb3-53fc677e2335,2
60fb3e89-8ff0-4dda-9eb3-53fc677e2335,3
b30b30d2-0f98-4ed7-98c1-2d45d046cca5,0
b30b30d2-0f98-4ed7-98c1-2d45d046cca5,1
b30b30d2-0f98-4ed7-98c1-2d45d046cca5,2
b30b30d2-0f98-4ed7-98c1-2d45d046cca5,3
18ea68a6-e18b-4780-9559-7fff10e8f5e6,0
18ea68a6-e18b-4780-9559-7fff10e8f5e6,1
18ea68a6-e18b-4780-9559-7fff10e8f5e6,2
18ea68a6-e18b-4780-9559-7fff10e8f5e6,3
56ddaeeb-bb43-45d1-94c4-2f7f43d7f6e4,0
56ddaeeb-bb43-45d1-94c4-2f7f43d7f6e4,1
56ddaeeb-bb43-45d1-94c4-2f7f43d7f6e4,2
56ddaeeb-bb43-45d1-94c4-2f7f43d7f6e4,3
e6aa2a7e-05d2-46f2-acce-7e32f3765b41,0
e6aa2a7e-05d2-46f2-acce-7e32f3765b41,1
e6aa2a7e-05d2-46f2-acce-7e32f3765b41,2
e6aa2a7e-05d2-46f2-acce-7e32f3765b41,3
0fe57ed2-cc5d-45ad-a546-735003077fc4,0
0fe57ed2-cc5d-45ad-a546-735003077fc4,1
0fe57ed2-cc5d-45ad-a546-735003077fc4,2
0fe57ed2-cc5d-45ad-a546-735003077fc4,3
13af5b06-16cf-43e4-b605-00e265243cd2,0
13af5b06-16cf-43e4-b605-00e265243cd2,1
13af5b06-16cf-43e4-b605-00e265243cd2,2
13af5b06-16cf-43e4-b605-00e265243cd2,3
ea8b043b-1163-4043-85f5-a5beebb800db,0
07fb7847-c2d3-4889-a837-4eb7fad72d16,0
ac3a961e-260f-434e-8dce-3a67888f9d99,0
8b26aaaa-f9a5-4bc4-b377-c547481576b4,0
5bfb7707-a51d-41f9-8292-2e461cc0f74a,0
3197705d-71af-4057-aa11-12d8de95242c,0
85102e6f-7565-4082-9eea-0ec3bbeb8dda,0
85102e6f-7565-4082-9eea-0ec3bbeb8dda,1
85102e6f-7565-4082-9eea-0ec3bbeb8dda,2
85102e6f-7565-4082-9eea-0ec3bbeb8dda,3
a627d9f8-db3d-4564-b81b-96209f01dca3,0
a627d9f8-db3d-4564-b81b-96209f01dca3,1
a627d9f8-db3d-4564-b81b-96209f01dca3,2
a627d9f8-db3d-4564-b81b-96209f01dca3,3
12f41e89-f243-46ce-a289-44ba7759159f,0
12f41e89-f243-46ce-a289-44ba7759159f,1
12f41e89-f243-46ce-a289-44ba7759159f,2
12f41e89-f243-46ce-a289-44ba7759159f,3
b4a7a746-c2bf-4c14-816d-56f9cd989509,0
b4a7a746-c2bf-4c14-816d-56f9cd989509,1
b4a7a746-c2bf-4c14-816d-56f9cd989509,2
b4a7a746-c2bf-4c14-816d-56f9cd989509,3
0abb85c5-41a5-4af1-81a3-9ac097218896,0
0abb85c5-41a5-4af1-81a3-9ac097218896,1
0abb85c5-41a5-4af1-81a3-9ac097218896,2
