id,vendor_id,name,description,category_id,price,is_available,image_url,created_at,updated_at
5a39e5f8-80c1-4791-8b49-c3db2ac5ff4a,4e20142d-0644-47fe-89eb-8a8952bef7f5,焼き芋,,53a731e3-c3fe-46c0-921a-36b27ccd63a4,,true,,,
ca768b5b-7753-4aae-a4b3-e3756ed8497c,4e20142d-0644-47fe-89eb-8a8952bef7f5,たこ焼き,,53a731e3-c3fe-46c0-921a-36b27ccd63a4,,true,,,
46c6b32f-841b-4c01-8055-4b2d02af74d8,5dcd1023-00e2-496f-a6d0-e9c2b0145cec,革製品,,a0457227-4a7c-42a3-aff6-6424661fd517,,true,,,
d38bb597-5487-4731-974a-920dcc074520,5dcd1023-00e2-496f-a6d0-e9c2b0145cec,刺繍,,a0457227-4a7c-42a3-aff6-6424661fd517,,true,,,
6cc7da11-2d22-40e9-bcde-a21747806b08,5dcd1023-00e2-496f-a6d0-e9c2b0145cec,絵画,,a0457227-4a7c-42a3-aff6-6424661fd517,,true,,,
450a1042-c2dd-4249-b56f-d95d82e5e9dd,5dcd1023-00e2-496f-a6d0-e9c2b0145cec,和紙,,a0457227-4a7c-42a3-aff6-6424661fd517,,true,,,
44c29558-b080-4259-bd35-0a016b94bfc3,72c6ed2b-9262-45ad-9f85-7bb8f6e0b604,しょうゆ,,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,,true,,,
58e4264b-001f-4ceb-8f56-eefca9673213,72c6ed2b-9262-45ad-9f85-7bb8f6e0b604,味噌,,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,,true,,,
f0638e41-2049-4f56-b261-a256f49a493e,72c6ed2b-9262-45ad-9f85-7bb8f6e0b604,塩,,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,,true,,,
b2de2c0c-8421-4bb3-a7ae-8794dfd2af85,72c6ed2b-9262-45ad-9f85-7bb8f6e0b604,酢,,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,,true,,,
a09c5bab-6908-4418-bc89-88cc84c58627,9bef536e-397b-4a93-bdb2-318d43b3eb4d,酢,,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,,true,,,
5d6d0783-4a65-4791-941b-47a6db44525b,9bef536e-397b-4a93-bdb2-318d43b3eb4d,油,,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,,true,,,
f1912471-3a86-42ff-b785-0c9058789f68,9bef536e-397b-4a93-bdb2-318d43b3eb4d,だし,,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,,true,,,
88dde8d9-f02d-429d-bcce-337f7f78a658,9bef536e-397b-4a93-bdb2-318d43b3eb4d,レタス,,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,,true,,,
2198e61b-5c1f-414f-b1f9-cb6bfaef4251,9bef536e-397b-4a93-bdb2-318d43b3eb4d,トマト,,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,,true,,,
4ede4cad-0cd2-4c0a-9c7e-3d565ae9226c,3bac4c22-b910-40f0-8e5e-fec9d6173e53,レタス,,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,,true,,,
c5f904eb-5d47-480f-8f73-6252b6e302a9,3bac4c22-b910-40f0-8e5e-fec9d6173e53,トマト,,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,,true,,,
0c06d519-2a1f-4dbf-8408-0adc7036f014,3bac4c22-b910-40f0-8e5e-fec9d6173e53,にんじん,,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,,true,,,
2802eb68-74b8-4cc9-b5fd-4d8ff0d3423f,3bac4c22-b910-40f0-8e5e-fec9d6173e53,みかん,,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,,true,,,
6d009f77-64a4-4262-8858-f61cb1dde0c2,3bac4c22-b910-40f0-8e5e-fec9d6173e53,りんご,,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,,true,,,
e62474db-1a66-4212-8b05-4c035296ff7a,3bac4c22-b910-40f0-8e5e-fec9d6173e53,バナナ,,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,,true,,,
df9eee22-b3d6-40d6-a45c-a18277b4efa3,57a93f54-8b05-44e0-9a05-772c71cba1b6,しょうゆ,,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,,true,,,
5f42c4f0-7101-4fcf-bc11-81f95f691d9a,57a93f54-8b05-44e0-9a05-772c71cba1b6,味噌,,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,,true,,,
1f0ad63c-92c3-4bb0-8281-a484dd5a4442,57a93f54-8b05-44e0-9a05-772c71cba1b6,塩,,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,,true,,,
107a9177-9225-4c39-8c3e-79cb4ae1b132,57a93f54-8b05-44e0-9a05-772c71cba1b6,酢,,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,,true,,,
b7b60b5c-7e1b-4155-89e8-17ac5fe580cd,57a93f54-8b05-44e0-9a05-772c71cba1b6,油,,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,,true,,,
5192a0d2-a22c-465d-95ea-cde57fda03ab,57a93f54-8b05-44e0-9a05-772c71cba1b6,だし,,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,,true,,,
6088431f-478a-459f-a53e-c03dfd8c2d05,8a81553f-2711-4434-acf4-e60f299e9603,剪定鋏,,5df86d0b-002d-4bf5-ac2e-500ec532adaa,,true,,,
d73b60cd-cb3b-4278-b6f7-24823cbd2a2e,8a81553f-2711-4434-acf4-e60f299e9603,包丁,,5df86d0b-002d-4bf5-ac2e-500ec532adaa,,true,,,
6362c51d-5818-43bd-89d0-c6af8b6ad512,8a81553f-2711-4434-acf4-e60f299e9603,はさみ,,5df86d0b-002d-4bf5-ac2e-500ec532adaa,,true,,,
671e743e-2fa8-4b75-9e06-1b9ee7dcec33,8a81553f-2711-4434-acf4-e60f299e9603,鎌,,5df86d0b-002d-4bf5-ac2e-500ec532adaa,,true,,,
3135f460-bcb8-41b9-9bf9-721f6441f4af,8a81553f-2711-4434-acf4-e60f299e9603,のこぎり,,5df86d0b-002d-4bf5-ac2e-500ec532adaa,,true,,,
923ad9ab-34cc-4990-8f78-3eca99c0121c,8a81553f-2711-4434-acf4-e60f299e9603,ナイフ,,5df86d0b-002d-4bf5-ac2e-500ec532adaa,,true,,,
08d5b0f8-968c-428c-bf96-b3493d570dc4,8a81553f-2711-4434-acf4-e60f299e9603,砥石,,5df86d0b-002d-4bf5-ac2e-500ec532adaa,,true,,,
09cff417-476a-402e-af63-6ea4fdbff761,c83a4054-9493-4b48-9656-bf2543c2a6b1,しょうゆ,,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,,true,,,
bff0dd83-ed16-40f0-a920-8f75f493128a,c83a4054-9493-4b48-9656-bf2543c2a6b1,味噌,,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,,true,,,
e506faf9-7282-46e8-b212-547e778cb9fb,c83a4054-9493-4b48-9656-bf2543c2a6b1,塩,,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,,true,,,
4e562c5a-8de5-46ae-a7af-4e9e75f3cb29,c83a4054-9493-4b48-9656-bf2543c2a6b1,酢,,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,,true,,,
03280c54-8e50-4c66-971e-f769f78ad4c7,c83a4054-9493-4b48-9656-bf2543c2a6b1,油,,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,,true,,,
4c3c639a-4aa6-409e-94e9-31ac4187046f,c83a4054-9493-4b48-9656-bf2543c2a6b1,だし,,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,,true,,,
aa9870ea-c56c-4d4d-83a4-00e71af79576,ca885532-2316-483d-8b41-a051446cb3cd,パン,,53a731e3-c3fe-46c0-921a-36b27ccd63a4,,true,,,
7857db84-1460-4296-9897-3c0bcf70aea1,ca885532-2316-483d-8b41-a051446cb3cd,お餅,,53a731e3-c3fe-46c0-921a-36b27ccd63a4,,true,,,
e650f1e2-a55a-4b7d-b879-51b1bf97d2cc,ca885532-2316-483d-8b41-a051446cb3cd,お菓子,,53a731e3-c3fe-46c0-921a-36b27ccd63a4,,true,,,
cfab7fbe-fac6-44e3-8b46-2b60b616a6b5,ca885532-2316-483d-8b41-a051446cb3cd,焼き芋,,53a731e3-c3fe-46c0-921a-36b27ccd63a4,,true,,,
9961c5c6-4f46-46b5-a303-9e74933e14e3,ca885532-2316-483d-8b41-a051446cb3cd,たこ焼き,,53a731e3-c3fe-46c0-921a-36b27ccd63a4,,true,,,
f98958c2-0289-4928-9a99-704855136f86,ca885532-2316-483d-8b41-a051446cb3cd,団子,,53a731e3-c3fe-46c0-921a-36b27ccd63a4,,true,,,
e2144899-eb5b-4bc4-8645-58dd81eb4591,e410f811-bd5d-4949-b901-a50b4c96f0e3,アクセサリー,,a333b487-8c16-428d-9708-1e8fe07d2bb4,,true,,,
83773532-9e52-4aa1-a6ae-20cad70cd818,e410f811-bd5d-4949-b901-a50b4c96f0e3,ピアス,,a333b487-8c16-428d-9708-1e8fe07d2bb4,,true,,,
ff66b09a-e91b-415c-9de6-e0c4e99ec5df,e410f811-bd5d-4949-b901-a50b4c96f0e3,ネックレス,,a333b487-8c16-428d-9708-1e8fe07d2bb4,,true,,,
8a98d305-9949-4249-8800-b072c288e758,e410f811-bd5d-4949-b901-a50b4c96f0e3,ブレスレット,,a333b487-8c16-428d-9708-1e8fe07d2bb4,,true,,,
02cc8115-6c59-459d-b771-cc6e04fc7222,fec0d5fa-7c0f-4aba-91f7-3b2b22e08741,スコップ,,5df86d0b-002d-4bf5-ac2e-500ec532adaa,,true,,,
ca005547-fffa-4bf7-aee5-b9b1bcd600c2,fec0d5fa-7c0f-4aba-91f7-3b2b22e08741,剪定鋏,,5df86d0b-002d-4bf5-ac2e-500ec532adaa,,true,,,
0b58cf19-46a5-44f9-ac3e-c7dcb26164ec,fec0d5fa-7c0f-4aba-91f7-3b2b22e08741,包丁,,5df86d0b-002d-4bf5-ac2e-500ec532adaa,,true,,,
59cf312c-2d5b-4cd0-a3d8-8fa9e2676bf7,fec0d5fa-7c0f-4aba-91f7-3b2b22e08741,はさみ,,5df86d0b-002d-4bf5-ac2e-500ec532adaa,,true,,,
529f4301-0a0c-43c4-98d3-dd3d777b286b,fec0d5fa-7c0f-4aba-91f7-3b2b22e08741,鎌,,5df86d0b-002d-4bf5-ac2e-500ec532adaa,,true,,,
a72f1168-2296-48bf-9108-122aa533babb,fec0d5fa-7c0f-4aba-91f7-3b2b22e08741,のこぎり,,5df86d0b-002d-4bf5-ac2e-500ec532adaa,,true,,,
6331398a-edbe-4770-9ec8-df371d53ac78,bc7ffcea-21d2-4de0-9133-a61805f2331b,弁当箱,,57b32c4e-0985-42be-af4b-e2869889cf94,,true,,,
05541f87-dfc7-4161-b849-a6f9c325dfa0,bc7ffcea-21d2-4de0-9133-a61805f2331b,竹製品,,57b32c4e-0985-42be-af4b-e2869889cf94,,true,,,
c72730e1-6717-42f2-96d8-8d50d6a2d01e,bc7ffcea-21d2-4de0-9133-a61805f2331b,布巾,,57b32c4e-0985-42be-af4b-e2869889cf94,,true,,,
f5018f42-5dd2-420a-8121-f441720ed370,bc7ffcea-21d2-4de0-9133-a61805f2331b,ざる,,57b32c4e-0985-42be-af4b-e2869889cf94,,true,,,
75ec3531-c68c-4ff9-83de-3a2bea082fcc,bc7ffcea-21d2-4de0-9133-a61805f2331b,かご,,57b32c4e-0985-42be-af4b-e2869889cf94,,true,,,
9a88da69-f6fd-44ef-be39-e2969281fb41,bc7ffcea-21d2-4de0-9133-a61805f2331b,ほうき,,57b32c4e-0985-42be-af4b-e2869889cf94,,true,,,
166d3916-53e2-4555-ade9-e9bed56f618b,bc7ffcea-21d2-4de0-9133-a61805f2331b,タオル,,57b32c4e-0985-42be-af4b-e2869889cf94,,true,,,
6c1552f0-ccbf-48ae-9ea3-0abd56710969,bc43d314-6f5b-44ee-a746-41e84cb5bf3c,お餅,,53a731e3-c3fe-46c0-921a-36b27ccd63a4,,true,,,
41971cc0-ae55-471d-bba7-661070056536,bc43d314-6f5b-44ee-a746-41e84cb5bf3c,お菓子,,53a731e3-c3fe-46c0-921a-36b27ccd63a4,,true,,,
762471de-5008-48df-910b-25b29135a102,bc43d314-6f5b-44ee-a746-41e84cb5bf3c,焼き芋,,53a731e3-c3fe-46c0-921a-36b27ccd63a4,,true,,,
c21a8c7f-4d27-47b9-ae95-724de3fdebab,bc43d314-6f5b-44ee-a746-41e84cb5bf3c,たこ焼き,,53a731e3-c3fe-46c0-921a-36b27ccd63a4,,true,,,
ec247132-47f8-43f6-8f45-e53b3f753e46,bc43d314-6f5b-44ee-a746-41e84cb5bf3c,団子,,53a731e3-c3fe-46c0-921a-36b27ccd63a4,,true,,,
e0e344dc-7ec5-46e8-93b4-e67e1be5c654,bc43d314-6f5b-44ee-a746-41e84cb5bf3c,おはぎ,,53a731e3-c3fe-46c0-921a-36b27ccd63a4,,true,,,
97806d4d-0c75-42ec-a45f-6d6f0d00ea8c,bc43d314-6f5b-44ee-a746-41e84cb5bf3c,アイスクリーム,,53a731e3-c3fe-46c0-921a-36b27ccd63a4,,true,,,
c531af2b-4e75-4c8c-8b5e-ade3afcdfe72,f67eb1d6-67f1-46dc-ba44-a76ca8983207,きゅうり,,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,,true,,,
e7a8595d-6e27-4cbe-a15a-813ac55767a4,f67eb1d6-67f1-46dc-ba44-a76ca8983207,じゃがいも,,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,,true,,,
c72c2203-bce2-41c7-9511-18deff139090,f67eb1d6-67f1-46dc-ba44-a76ca8983207,玉ねぎ,,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,,true,,,
83e29208-1086-4b75-a6f9-c6881b4021c5,f67eb1d6-67f1-46dc-ba44-a76ca8983207,しょうゆ,,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,,true,,,
13e01268-6c2f-44e8-9c39-49eab7fae41c,f67eb1d6-67f1-46dc-ba44-a76ca8983207,味噌,,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,,true,,,
1159ee01-d8a7-4e8c-b25c-5f576fb52e7e,f67eb1d6-67f1-46dc-ba44-a76ca8983207,塩,,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,,true,,,
dab2da4e-05d7-42ea-be58-5614f44ad3c0,f67eb1d6-67f1-46dc-ba44-a76ca8983207,酢,,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,,true,,,
00726ea3-ec07-4ad5-ab77-438564f1ce31,5f244fbd-9d86-431a-bba0-4e055aba81c9,イヤリング,,a333b487-8c16-428d-9708-1e8fe07d2bb4,,true,,,
844fe0e7-34f2-4bf8-9190-3804008b496a,5f244fbd-9d86-431a-bba0-4e055aba81c9,チャーム,,a333b487-8c16-428d-9708-1e8fe07d2bb4,,true,,,
e4608273-8b76-4628-9894-51a12f0d1a7e,5f244fbd-9d86-431a-bba0-4e055aba81c9,アクセサリー,,a333b487-8c16-428d-9708-1e8fe07d2bb4,,true,,,
dfb584f2-36bb-4fc5-ae95-e6b2a9413a3d,5f244fbd-9d86-431a-bba0-4e055aba81c9,ピアス,,a333b487-8c16-428d-9708-1e8fe07d2bb4,,true,,,
4f84dba8-fa00-4e69-9fca-455896bec389,14d28b1c-1e6c-489b-bc3a-e7cfd1ccc787,お菓子,,53a731e3-c3fe-46c0-921a-36b27ccd63a4,,true,,,
8aa5f645-3a54-4f41-8b7d-8b0cc3013d0a,14d28b1c-1e6c-489b-bc3a-e7cfd1ccc787,焼き芋,,53a731e3-c3fe-46c0-921a-36b27ccd63a4,,true,,,
a992167b-cd54-43de-9a64-a0a7b4cdc8c5,14d28b1c-1e6c-489b-bc3a-e7cfd1ccc787,たこ焼き,,53a731e3-c3fe-46c0-921a-36b27ccd63a4,,true,,,
cf613a2a-57d3-4fee-911e-a5592d786403,14d28b1c-1e6c-489b-bc3a-e7cfd1ccc787,団子,,53a731e3-c3fe-46c0-921a-36b27ccd63a4,,true,,,
42e8cb57-fd21-44d2-ad19-eebbb603a524,162d75e0-eebf-4527-b4c9-7fcfc42dcf83,お菓子,,53a731e3-c3fe-46c0-921a-36b27ccd63a4,,true,,,
3b02cb62-7f3b-4dc5-9570-de638a38d9de,162d75e0-eebf-4527-b4c9-7fcfc42dcf83,焼き芋,,53a731e3-c3fe-46c0-921a-36b27ccd63a4,,true,,,
3b1baffa-c986-404f-8f6f-f3e56710beec,162d75e0-eebf-4527-b4c9-7fcfc42dcf83,たこ焼き,,53a731e3-c3fe-46c0-921a-36b27ccd63a4,,true,,,
c0e27f8e-f730-47fd-b896-a68c85c42a9d,162d75e0-eebf-4527-b4c9-7fcfc42dcf83,団子,,53a731e3-c3fe-46c0-921a-36b27ccd63a4,,true,,,
1c21d7d5-2cda-44c5-a45c-fb3913ce7141,162d75e0-eebf-4527-b4c9-7fcfc42dcf83,おはぎ,,53a731e3-c3fe-46c0-921a-36b27ccd63a4,,true,,,
a03d080b-6129-491e-abae-f118c47bc57a,0ca26e57-fcf6-4f90-860e-e2fcf40d3c53,花の苗,,64b50182-b527-47a9-81c4-2fd1dc2681e9,,true,,,
aaa1c18d-98d5-4119-95d1-75bf14f9a517,0ca26e57-fcf6-4f90-860e-e2fcf40d3c53,観葉植物,,64b50182-b527-47a9-81c4-2fd1dc2681e9,,true,,,
072e106e-b41c-46a0-96cc-0fae8e2f01bc,0ca26e57-fcf6-4f90-860e-e2fcf40d3c53,多肉植物,,64b50182-b527-47a9-81c4-2fd1dc2681e9,,true,,,
bd06164e-3af8-452e-9c05-0bb80161687f,0ca26e57-fcf6-4f90-860e-e2fcf40d3c53,苗木,,64b50182-b527-47a9-81c4-2fd1dc2681e9,,true,,,
95dc1935-26a2-4ce3-9a7e-9c17932cd071,0ca26e57-fcf6-4f90-860e-e2fcf40d3c53,種,,64b50182-b527-47a9-81c4-2fd1dc2681e9,,true,,,
55330398-272c-4ee8-a9e3-2a5bd2476a63,0ca26e57-fcf6-4f90-860e-e2fcf40d3c53,球根,,64b50182-b527-47a9-81c4-2fd1dc2681e9,,true,,,
949bbee6-3c6c-4b29-a4d3-1a356ba854bb,aa886c28-2e61-4a44-add9-6d1382237833,和紙,,a0457227-4a7c-42a3-aff6-6424661fd517,,true,,,
91ea0b03-083d-42fc-88e8-a561dd171fb5,aa886c28-2e61-4a44-add9-6d1382237833,竹細工,,a0457227-4a7c-42a3-aff6-6424661fd517,,true,,,
aa4515dc-2966-463f-ba35-6f6f8a54efff,aa886c28-2e61-4a44-add9-6d1382237833,ガラス細工,,a0457227-4a7c-42a3-aff6-6424661fd517,,true,,,
007f29b0-6dfd-47eb-af64-d7f8e284015a,aa886c28-2e61-4a44-add9-6d1382237833,陶器,,a0457227-4a7c-42a3-aff6-6424661fd517,,true,,,
19c903ef-75bb-4002-9b88-9968ff0836f3,aa886c28-2e61-4a44-add9-6d1382237833,木工品,,a0457227-4a7c-42a3-aff6-6424661fd517,,true,,,
6ce0a262-f520-4531-b928-b89cdb3717fa,aa886c28-2e61-4a44-add9-6d1382237833,染物,,a0457227-4a7c-42a3-aff6-6424661fd517,,true,,,
cee5e900-8b9a-4316-af33-dc365698a009,aa886c28-2e61-4a44-add9-6d1382237833,編み物,,a0457227-4a7c-42a3-aff6-6424661fd517,,true,,,
4009643b-51f2-46ce-b8da-35fa7a57b4f1,9a78f53d-d689-4ba2-b6e0-7ee618b0e663,和紙,,a0457227-4a7c-42a3-aff6-6424661fd517,,true,,,
c0eafdab-ab51-4996-af1c-5c58fc2793bf,9a78f53d-d689-4ba2-b6e0-7ee618b0e663,竹細工,,a0457227-4a7c-42a3-aff6-6424661fd517,,true,,,
28943de2-e019-487c-ade2-754e2652036b,9a78f53d-d689-4ba2-b6e0-7ee618b0e663,ガラス細工,,a0457227-4a7c-42a3-aff6-6424661fd517,,true,,,
fa7b46e4-af83-4655-95df-33508f3c6df5,9a78f53d-d689-4ba2-b6e0-7ee618b0e663,陶器,,a0457227-4a7c-42a3-aff6-6424661fd517,,true,,,
dcb08ddc-86ed-4caf-b5e2-37170a8b0b92,9a78f53d-d689-4ba2-b6e0-7ee618b0e663,木工品,,a0457227-4a7c-42a3-aff6-6424661fd517,,true,,,
c0c861ab-9ed5-4370-9140-37feb94e4dd6,1e158310-d445-49ac-b771-aabc5a0b4417,観葉植物,,64b50182-b527-47a9-81c4-2fd1dc2681e9,,true,,,
5496f46f-3ce4-4553-9c80-83d5e5a2577c,1e158310-d445-49ac-b771-aabc5a0b4417,多肉植物,,64b50182-b527-47a9-81c4-2fd1dc2681e9,,true,,,
a97e0f1b-7a28-4ef9-981b-8b48128ebfbb,1e158310-d445-49ac-b771-aabc5a0b4417,苗木,,64b50182-b527-47a9-81c4-2fd1dc2681e9,,true,,,
679bf9f4-cdf1-4efd-9fe9-a4eb385a4601,1e158310-d445-49ac-b771-aabc5a0b4417,種,,64b50182-b527-47a9-81c4-2fd1dc2681e9,,true,,,
d2271009-dad0-4cf8-ba93-19c2c4de498c,1e158310-d445-49ac-b771-aabc5a0b4417,球根,,64b50182-b527-47a9-81c4-2fd1dc2681e9,,true,,,
60fb3e89-8ff0-4dda-9eb3-53fc677e2335,1e158310-d445-49ac-b771-aabc5a0b4417,肥料,,64b50182-b527-47a9-81c4-2fd1dc2681e9,,true,,,
b30b30d2-0f98-4ed7-98c1-2d45d046cca5,1e158310-d445-49ac-b771-aabc5a0b4417,植木鉢,,64b50182-b527-47a9-81c4-2fd1dc2681e9,,true,,,
18ea68a6-e18b-4780-9559-7fff10e8f5e6,598e879f-aba5-400b-a2db-cfbb016a287c,のこぎり,,5df86d0b-002d-4bf5-ac2e-500ec532adaa,,true,,,
56ddaeeb-bb43-45d1-94c4-2f7f43d7f6e4,598e879f-aba5-400b-a2db-cfbb016a287c,ナイフ,,5df86d0b-002d-4bf5-ac2e-500ec532adaa,,true,,,
e6aa2a7e-05d2-46f2-acce-7e32f3765b41,598e879f-aba5-400b-a2db-cfbb016a287c,砥石,,5df86d0b-002d-4bf5-ac2e-500ec532adaa,,true,,,
0fe57ed2-cc5d-45ad-a546-735003077fc4,598e879f-aba5-400b-a2db-cfbb016a287c,彫刻刀,,5df86d0b-002d-4bf5-ac2e-500ec532adaa,,true,,,
13af5b06-16cf-43e4-b605-00e265243cd2,598e879f-aba5-400b-a2db-cfbb016a287c,ドライバー,,5df86d0b-002d-4bf5-ac2e-500ec532adaa,,true,,,
ea8b043b-1163-4043-85f5-a5beebb800db,e101834f-4977-40dc-95c8-caaff88d44aa,ぶどう,,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,,true,,,
07fb7847-c2d3-4889-a837-4eb7fad72d16,e101834f-4977-40dc-95c8-caaff88d44aa,梨,,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,,true,,,
ac3a961e-260f-434e-8dce-3a67888f9d99,e101834f-4977-40dc-95c8-caaff88d44aa,なす,,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,,true,,,
8b26aaaa-f9a5-4bc4-b377-c547481576b4,e101834f-4977-40dc-95c8-caaff88d44aa,きゅうり,,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,,true,,,
5bfb7707-a51d-41f9-8292-2e461cc0f74a,e101834f-4977-40dc-95c8-caaff88d44aa,じゃがいも,,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,,true,,,
3197705d-71af-4057-aa11-12d8de95242c,e101834f-4977-40dc-95c8-caaff88d44aa,玉ねぎ,,a0ddb575-c6c6-4bf0-83a7-05528747a5e8,,true,,,
85102e6f-7565-4082-9eea-0ec3bbeb8dda,0c3abba1-8098-435d-af96-033ff930646b,ほうき,,57b32c4e-0985-42be-af4b-e2869889cf94,,true,,,
a627d9f8-db3d-4564-b81b-96209f01dca3,0c3abba1-8098-435d-af96-033ff930646b,タオル,,57b32c4e-0985-42be-af4b-e2869889cf94,,true,,,
12f41e89-f243-46ce-a289-44ba7759159f,0c3abba1-8098-435d-af96-033ff930646b,石鹸,,57b32c4e-0985-42be-af4b-e2869889cf94,,true,,,
b4a7a746-c2bf-4c14-816d-56f9cd989509,0c3abba1-8098-435d-af96-033ff930646b,食器,,57b32c4e-0985-42be-af4b-e2869889cf94,,true,,,
